# x0,x1
7.313573784878267814e-01,-6.455973770174736615e-01
-6.186936469142976236e-01,4.994921315448692112e-01
1.981980458541920953e-01,-7.711927882776504761e-01
-4.820839330838214698e-01,-1.073128480944616658e+00
3.047069803482169714e-01,-6.206459234204211306e-01
-2.952195103055064718e-01,-2.793602109120401078e-01
-6.721402320915920159e-01,-1.580472440536961620e-01
1.230178915827865094e+00,-1.659275697510512071e+00
-3.515664636111261176e-02,2.761823244448052272e-01
-1.556806070074508996e-01,-8.900529517984112626e-01
-1.107831615446854601e+00,-8.017124800200390311e-01
6.978540752271829017e-01,2.021612796189187211e+00
8.838551468839737080e-01,-1.438242315540894989e+00
-3.070107968886018890e-01,-1.694786925880551243e+00
1.126914437709593431e+00,1.973192428678527177e+00
-5.264660204496891538e-01,7.349771224632060118e-01
-1.555608191836803655e+00,-4.489561632204769892e-01
2.340865682062259534e+00,1.331340640351843740e+00
1.328528226279821256e+00,3.938643934091090038e-01
5.380967498030000407e-01,-3.716078846690654691e-01
9.699370800556877947e-01,-1.706990846652029159e+00
-9.422699327557954030e-01,2.440370476930457500e+00
-1.011681361572092319e+00,-1.662057532439563445e+00
1.084445395750323726e+00,1.324658641662996628e+00
7.862303285848014633e-01,1.434061021513026279e+00
-2.202868292280797835e+00,1.314065490253115143e-01
-4.394429964559048440e-01,1.022448222047245059e+00
6.204363103791138423e-01,-6.730591693666527764e-01
-2.067275934422097561e-01,-2.117192481015122210e-02
-1.889477530740671929e-01,-6.159211727388053115e-01
-4.891458366575762717e-01,1.850492099645005606e+00
8.141118986585677009e-01,-1.183110889135534638e+00
2.475698686447888597e-01,1.697466246972694770e-01
-2.014926573458937775e-01,-1.042814549673597879e+00
-8.351740134404217475e-02,-9.639576383908308177e-01
-4.249064994744928270e-01,4.795409216852598022e-01
-1.119008369005113357e+00,-1.092272189372540447e+00
2.804860509380804778e+00,7.478271231550958076e-01
9.241835348413941498e-01,-1.668114527289180415e+00
3.110136030530742390e-01,-5.960861255093448108e-01
-1.470536359922606229e+00,4.630277233386670965e-01
-1.493100094631525154e+00,3.755577622666185222e-01
-1.363688582589043907e+00,-6.491761661585315757e-01
-3.984824880310097739e-01,-2.624901742852563946e-01
1.611744423748312505e+00,-9.553283908780269007e-01
4.777994365341788896e-01,-3.646099897944155566e-01
-2.609841153648532197e-01,-1.316287471843975432e+00
6.953398204343040900e-01,-2.600487133242080362e-01
1.580845088761890560e+00,4.010266434722005446e-02
-1.744070917170376989e+00,7.742754473613661093e-02
-3.972465395914198671e-01,-7.794097181337125146e-01
1.106778288909037400e+00,-5.105184595912888312e-01
-4.778092007953970155e-01,1.157786239591516386e+00
1.588719647555487113e-01,1.539518581861758495e+00
2.844321460565088500e-01,6.358160582581076081e-01
-3.478130040816014290e-01,6.009034720891555381e-02
-1.284299860202527288e+00,-8.694270011757479488e-02
-1.086518401898637839e-02,-3.719010800699359964e-02
1.783508325673432759e+00,-4.581351020738966828e-01
1.575615955637800880e+00,6.182431327356972817e-02
-5.156325865167337152e-01,2.036538950178537366e+00
1.626967954619957357e+00,1.702425092011320418e-01
-1.331181492962181523e-01,1.280230531226784318e+00
-1.119073134234774392e+00,-1.385764331022847629e-01
9.254503949477210778e-01,-9.777317596691446899e-02
-1.268341135711709700e-01,1.837441411675829750e+00
1.601436634274495674e+00,6.763146374292018370e-01
-1.218009090706285935e+00,-3.045011558433804999e-01
3.659056548749512611e-02,-8.266996815434113355e-01
-1.147609013411306833e+00,9.094654591332633764e-01
4.115484164979330561e-01,8.069069052984412238e-01
9.070692981049741643e-01,-1.034758096465382415e-01
1.690573070875100725e-01,-2.084611871681009421e-01
-8.558204633021344598e-01,2.053101800674316246e-01
3.704385556147226644e-01,2.800127842944563739e+00
4.551916554579117369e-01,4.455401458890546618e-01
4.667652220791935758e-01,1.681016771191553572e+00
4.897338284133396780e-01,5.359135301269437601e-01
4.095659868754563115e-01,-6.602276824908865915e-01
1.780185035367065349e-01,-3.573824330653851411e-01
1.774472449297791465e+00,-6.252340276869794433e-02
9.594307533530985754e-01,-8.538265598471526940e-02
-9.317426220286697536e-01,1.396155478559060192e-01
-8.431371737400655819e-01,-2.889151832684465071e-01
3.829184320239275019e-01,-1.075243721972556632e-01
2.048225163105247826e-01,-5.241357363957325211e-01
-4.340494836914275956e-01,-1.299828745150192200e+00
1.101873757612851362e-01,-7.518446288518971787e-01
2.003267511429091263e-01,8.756671384622967125e-01
-2.715236838993652646e-01,-4.117396964281858085e-02
-7.860489655684640281e-03,1.336361477293533939e+00
3.260084594485015974e-01,2.773550590812178251e-01
2.281992106778546747e-01,4.685027475781303186e-01
-6.593971464369881019e-01,-1.957732678764691814e+00
-9.685667526506963609e-02,9.604572828607984558e-01
2.732932440269827401e-01,-1.498525091293590350e+00
-1.565785029466654210e+00,1.778927660594426863e+00
2.489155580220390629e+00,-6.090640501055059053e-01
-7.614683828252553077e-01,-6.121059993574949898e-01
2.105302779688271730e-01,-1.713713173366003151e+00
6.830295628080039483e-02,3.900484920752638196e-01
-5.878445487224691623e-01,-1.184885275238420244e+00
-1.421628481340515782e+00,-1.703392486871895262e-01
-2.840831449262767316e-01,-7.491351764265558044e-01
4.519102032872054364e-01,-2.966196987517148442e-01
5.530172725522655153e-01,-5.863345864283154851e-01
-5.188596040244866092e-01,5.804827239175405218e-01
-4.703714525770330557e-01,-1.057042462514379499e+00
7.778732074611509340e-02,-3.295416087299533059e-01
1.242690074007900547e+00,7.875930174061535061e-01
-6.125902064514753276e-01,-6.886174422487384428e-02
-1.078140325513906594e+00,-7.655270139421761488e-01
4.278208079258054575e-01,-8.897988166228510964e-01
-1.024222100881667874e+00,-3.805803622781511047e-02
-8.745936869805009950e-01,-1.350674866699562715e+00
2.148919475642642463e-01,7.051948006808717029e-01
-6.393919286133602220e-02,8.395213667069788555e-01
-1.595535705017576245e+00,4.770525839546479463e-01
-9.391156371388018620e-01,-1.416877856465797336e+00
5.140713622635355584e-01,1.202598471524860768e+00
7.819431600716447717e-01,-7.496049317710755666e-01
4.524214672204853738e-01,-1.173949683511217534e+00
-1.079699499904219095e+00,-2.202636284262606381e+00
1.576387921103876710e+00,7.039974948274014821e-01
-7.039163040313458630e-01,2.223324014275887883e+00
-7.093159334485331646e-01,-2.643093268149549480e-01
-1.022961846260275864e+00,-2.075583121037698486e-01
-1.995555078369533941e+00,-1.697484430697940860e+00
3.118052662457536650e-01,1.957402373854818523e-01
-1.548162601031167096e+00,-2.880724178450111417e+00
7.140873739506046203e-01,1.895547388997420146e+00
-1.502666757396864949e-01,-4.752699105369276866e-01
1.041167822890058270e+00,-1.245717566356120687e-01
-9.966694999924239351e-01,-1.223930296601383638e+00
-8.616254470246944575e-01,1.639154134368472571e+00
-7.912257239065680903e-01,-7.233774536419876333e-02
1.138983157899978282e+00,-5.458083201610207658e-01
1.880966574453351914e+00,-6.881347563056912087e-01
-1.601400139148309032e-01,-2.493725478370629300e+00
-3.845097412605728016e-01,-7.605210037086090891e-01
1.270030655468227021e+00,-3.589112709972343274e-02
1.506945557439679284e+00,-2.094027932008620141e+00
1.737832412490479261e-01,1.498066170433511646e+00
-3.685842076911072240e-01,1.358781804180548836e+00
1.007665693584429034e+00,1.902884479308471488e-01
-2.598952466215469492e-01,4.235536284597945511e-01
1.111927701431757454e+00,1.897562932558984672e+00
-7.667510657198634005e-02,-6.394760778475271357e-01
-9.844176992350557320e-01,7.560192034655642823e-01
1.360225151401357024e+00,-4.285003048342664322e-01
9.659437738982170618e-01,1.657513420499600265e+00
-1.074769462305720652e-01,1.247670548922987566e+00
3.586931089090120151e-01,-3.543318286757866087e-01
-4.820103150902155797e-01,-1.740334701889027169e+00
2.176479554398084992e-01,9.932881647755774646e-01
-2.485637957847198765e-01,-8.836030983609897971e-02
1.313174197633661500e+00,-1.709498115801608265e+00
-7.572425431969663778e-01,1.747697008221119841e+00
-8.745008463753843886e-01,6.562689130549077543e-01
2.944939059627951217e-01,1.118339574378508949e+00
-1.870428454418584518e+00,-3.810878219705327585e-01
1.229110441468511450e+00,-1.134090150866506663e+00
1.944526862534347034e+00,1.242455314642090469e+00
1.006802461973847596e+00,-1.264075693671919964e+00
-2.786612147282456209e-01,-1.454123029553538338e+00
-1.548768383265613169e+00,1.327487966719984036e-01
-2.087591137738958658e+00,-1.798432074477603060e-01
-1.278196624064608766e+00,1.201800011090306430e+00
-1.707232809594002032e-01,-2.003733626078231800e-01
9.422266821499298839e-01,8.236239584624310828e-02
-1.321396603709894535e-01,-2.234932694288585431e+00
2.671951652427690505e+00,1.334668602174740260e+00
5.869774382405453794e-01,1.408851759021852341e-02
2.202710391453829963e+00,-1.599227526615183970e-01
1.285653764630718232e+00,1.028205814680771407e-01
-1.908423522520840354e+00,1.699322687756038008e-01
-1.113178179271880452e+00,-1.862310526146182532e+00
5.812599374317481971e-01,1.391723325009764256e+00
-8.018636469636581943e-01,-7.117675287098590431e-01
-3.350343471184805688e-01,-9.884180922258157809e-01
8.569649188642353144e-01,8.994837834766697959e-01
-5.172515260217253052e-01,-3.345228192023034230e-01
4.506861508479619305e-01,-1.599641276089121211e+00
1.580233061146115059e+00,-4.739387391533705918e-01
-9.572362813283457061e-01,1.423867261630465730e+00
8.961666048768219817e-01,1.493665127150248573e+00
-1.372277234223215903e-01,2.611805661549600477e-01
-1.309904178301246266e-02,-1.301158769779655389e+00
1.278462954809031826e+00,9.902043897491840108e-01
1.449991045665209033e-01,-1.661156021763612184e-02
-3.143097271931815651e-01,-1.615333155993394221e-01
4.926615278027871025e-01,-7.858246307827343458e-01
1.090401458518794664e+00,-6.653737593333287625e-01
1.151530034403222214e+00,-7.487516221373681224e-01
-4.559006924954639439e-01,-8.989816523689957428e-01
1.525835881851390408e+00,-1.830077999869482941e+00
-8.714473721127464767e-01,1.297750399216265060e-01
-1.193021234175102308e+00,8.342271056733336909e-01
-2.133579705917478364e+00,1.533559789030859655e+00
3.866109071644335260e-01,5.101429630958842498e-01
-6.118214326484026910e-02,-1.143319934436772600e+00
-9.283327853968967869e-01,3.797219536086193781e-01
6.903628625458486934e-02,-1.252667260803987381e-01
-1.477542846488661965e+00,-6.153104297259636146e-01
-4.630521867396737434e-01,-9.585204375159517287e-01
1.379530045474076871e+00,-4.469226306773068647e-01
1.366693767175712892e+00,-9.175619159694596849e-01
9.154672611194041298e-01,1.122971459493459667e+00
9.612439935159180493e-01,7.562164426735387135e-01
-2.828253512388005930e-01,2.553065429535839037e+00
1.740942803670877947e-01,-6.772307954605716329e-01
-4.642002976723116903e-01,-5.906053147742538201e-01
-1.684607403264752334e-01,-6.408773092058049625e-02
5.779537372482772550e-01,-1.362457446920321891e+00
-1.625566200513661741e+00,-8.984699984841952869e-01
-1.826752769031064760e-02,-5.925116751562332640e-01
2.058152201724988695e-01,3.928563769725465504e-01
5.088033087355878781e-01,1.206678107778561992e+00
-1.782166647883587141e+00,-1.072407389766228514e+00
3.142863821245712175e-01,7.477976097650449253e-03
5.961067716552965745e-01,-2.484223071320702525e-01
4.658203098508709727e-01,6.597051871275625423e-01
-1.154701644062138710e+00,1.390856625161188465e+00
-1.137947164424630619e+00,-1.435378797307585164e-01
-8.335606265962542949e-01,4.581743774260765845e-02
-4.034012173782003385e-01,-4.999497019647419771e-01
3.055512506662966254e-02,1.515168526328851906e+00
3.003322436473336854e-01,1.056286707651626910e+00
-3.589204286695306667e-01,-1.013377716915744159e-01
-7.293779279700305374e-01,-1.528145488611821978e+00
2.500433108847243124e-01,3.750477600316013405e-01
9.465808964480477705e-01,1.110650737165398194e+00
-1.834606575576562815e+00,-5.230451545634838828e-01
-2.221565643105956334e-01,-1.406507721583961423e+00
7.307935977880831713e-01,4.310845391107602786e-01
-3.280022126319520615e-01,7.785584861376010357e-01
-3.943096852478530923e-01,-7.521393645343382728e-01
-5.995754998580161699e-01,-8.718921962509696977e-01
-1.723973020613493445e-01,-2.520005705405685137e-01
2.836273027905663602e-01,-2.594250430359485438e-01
-1.197575204100798096e-01,1.083169477470500019e-01
1.344277397820552000e+00,-1.105858003832885128e+00
5.800416329300696061e-01,1.926148922718727841e-01
-4.717971233252244434e-01,9.684126224072732159e-01
6.698556248889551146e-01,-3.928560702392603909e-01
1.110120041454833562e+00,-3.249536841811495158e+00
-1.506602365909339158e-01,-9.221067848113078114e-01
9.054723616365394356e-01,6.367837399745759908e-02
8.855790402127274863e-01,-2.650548928260365034e-01
-5.039699797820555993e-01,-1.619999149353451573e-01
1.523690963225394546e+00,-8.327424511587209199e-01
4.188203503720449028e-01,-2.594704004116859863e+00
-1.030236468665570171e-01,4.683075588197038175e-01
6.577574798123060340e-01,1.111857510710514418e+00
-1.727087292186293421e-01,2.951196067067324846e-01
6.948494156829844171e-01,-1.773866737658684301e+00
6.644708451540349836e-01,1.997867849126103712e+00
-2.291235278044562840e+00,-8.853114543172135864e-02
-1.371575581021201806e+00,-1.009795936367848368e+00
1.593829039936480951e+00,1.499603458039673543e+00
1.036263566215483767e+00,-4.996994855640746191e-01
8.014669594857806167e-01,-9.788037073046301773e-01
1.089481477531074383e+00,2.632976995679308096e-01
5.011822769619643791e-01,3.931128564580688156e-01
-1.518325331810344014e+00,2.277330354391201017e-01
5.642665796444554793e-01,1.753305405296842756e-01
-1.443168084441542875e+00,2.856600187878753916e-01
1.587211675390738597e+00,4.101088034407610050e-01
1.251038660087202325e+00,-6.885196948216733004e-01
-6.760491790227368680e-01,8.121389031933924363e-01
-9.475233259456895540e-01,-2.917949200460739356e-01
-1.081189866056900400e-01,-6.600709684240011477e-01
-1.523917477991214131e+00,-2.788796404455380795e+00
-1.062510003983527351e+00,5.527543825044588521e-01
-2.528435670901670873e-01,1.473432006612860112e+00
-2.030307476045559945e+00,-1.396403794126827691e+00
4.904277878624310749e-01,-4.300734664753345093e-01
-1.085063541565978451e-01,-8.600878284729822632e-01
1.214657061938275273e+00,-6.286629871499300748e-01
4.650574549720029038e-01,-1.140068290341354817e+00
4.711452277854258908e-01,-6.901213342756971070e-01
4.695664926984219889e-01,-5.482756347126853669e-01
-1.377617594245379662e+00,-5.646444420687670718e-01
4.029148767093732042e-01,6.347237187530573310e-01
-8.713649396454055118e-01,1.815246727378432512e+00
-1.344422995464988002e+00,4.938912718083895981e-01
-1.912067788539962010e-01,4.995190927379509205e-01
-1.454897790859312756e-01,-8.995060137236199349e-01
1.353717361564556132e+00,-6.340891126632529629e-01
-6.920146352629426290e-02,2.064048230590014743e+00
2.317339264357051454e-01,5.703565103829376648e-01
6.668597047381661369e-01,3.052566454793620987e-01
1.011260361570892885e-01,5.134927968926518149e-01
7.275144072600331357e-01,-6.298461639724119987e-01
7.051965480862965041e-01,6.667254447721473465e-01
1.309710261808108012e+00,1.129127706839798406e-02
-1.651133821072354513e+00,5.279164375650448049e-01
-1.399708092529698966e+00,-3.822704694291891858e-01
9.329831281224656991e-02,-8.378529491014328201e-01
-1.242966504521971549e+00,-2.435563105353269364e+00
-4.288486283274434152e-01,8.451236920247608975e-01
8.925444815940115628e-01,1.074494415912205625e+00
1.086586287044680743e+00,-9.509053272445772143e-02
-7.654713902633846212e-01,7.232118309136001955e-01
1.809560071568765638e+00,5.970502995700706084e-01
1.022712277661510294e+00,1.141734068699860272e+00
1.335722512547791729e-01,8.545939161559008568e-01
2.655011685021512191e-01,4.569836880567842985e-01
1.543746108763277336e+00,-5.875606418589608415e-01
5.076428894044107132e-01,-5.138003812671877446e-01
-8.057079789505845469e-01,-1.300607601113577538e-01
-2.284827656054401468e-01,2.199150712639537653e-01
1.751459875135439326e-01,1.842044950133132186e+00
1.309229143514322458e-01,-8.410091026263355474e-01
3.042195962565594769e+00,-4.917988515190877541e-01
1.928083041958759125e-01,9.118899810558673824e-01
2.131562395780590979e-02,1.001242230787806609e+00
3.277696712889644481e-01,-1.590414246910794027e-01
1.262762622379251631e+00,4.184820147940632729e-01
1.239091952742422009e+00,-1.752226892700430028e-01
7.804956442783107518e-01,-1.899594654054629128e+00
6.470524119726905887e-01,-1.260867824178625085e+00
4.601749737397777817e-01,1.046415016529483322e-01
-3.855661688634456907e-01,-9.880688582649509444e-01
-1.280734984676568100e+00,-8.563080037423234092e-01
1.856515707364325918e+00,-2.401334016740822308e-01
-1.417949986410395935e+00,-1.117466222950668775e-01
-1.090838317144625202e+00,-5.073162994572376627e-01
6.545849562454162385e-01,1.797076217094503714e-01
-6.288733696519850820e-03,-2.003227769064063191e-01
7.354405060640544223e-01,1.248711398437613029e+00
7.381134084225839942e-01,6.483123426912491549e-01
7.463453034631106764e-01,-8.515588105570368049e-02
1.140455486631054782e+00,1.846480762488036165e+00
5.051398329453382630e-01,2.584954551794889366e-02
9.042383652713242848e-01,6.599577411933482685e-01
1.016007974881574905e+00,-6.766190241846370412e-01
2.895835520561036991e-01,5.771556543964352359e-01
1.587819246850533383e-01,-2.818864408786566633e-01
2.102172294349015313e+00,-3.228829723256015916e-01
-1.582066530308155139e+00,-4.032796158268476816e-01
-1.100010147581581554e+00,7.378162993109966816e-01
-2.957419061490383916e-01,4.275257401406076796e-01
-6.843406375578776624e-01,6.257979151559861508e-01
3.367636480640834318e-02,-1.029296467263352666e+00
-6.346009497544060629e-01,-6.421491117708855167e-01
-4.933597365687493186e-01,-1.069698929773776674e+00
6.440850133489041118e-01,1.362911050047537209e+00
2.499249269374197169e-01,9.655144571998376390e-01
4.966267731176004507e-01,1.568731837304081222e-01
-4.095873690450565346e-02,-1.088019489277498308e-01
-1.045359104207876699e+00,1.571722454666978352e-01
7.847683366230818747e-01,-1.298493531627541997e-01
-4.048864568985264256e-01,1.192822933247346340e+00
-7.776115640471028545e-01,-1.024654691436571730e-01
1.253349847548501650e+00,-1.192954043869494107e+00
2.528861744070548534e-01,-1.457398649710007765e+00
2.007368542796066802e+00,1.226789117259375672e+00
1.262309814504781968e+00,-1.297440657816355314e+00
-3.201088681349869569e-01,-1.590785898888842587e+00
2.014391788708313591e+00,3.274989106663642180e-01
1.158400423073399965e+00,4.870477444694843450e-01
1.626340087755894004e+00,4.015037716648330868e-01
-1.000586125398891690e+00,2.863886650177179805e-01
-4.809982675272034269e-01,-4.338155027663875285e-01
1.359187438728352237e+00,6.080422961475087096e-01
1.625236188076603083e+00,1.231333657751039645e+00
-1.181475344681740314e+00,5.486426240468019605e-02
1.501376585573363842e+00,-3.894597250280530665e-02
-1.292149691976900661e+00,9.717191298604042071e-01
-1.342552448547208177e-01,-7.624027323306634685e-01
-4.398494138911646645e-01,-1.364396854384578583e-01
2.867631452722505969e+00,2.711672677742020809e-01
-7.428492050971928495e-02,-9.640150878017300640e-01
2.680642749983893486e-02,-3.345261473301202604e-01
-1.379505579188189390e+00,4.628064242533301842e-01
-1.616912920372692852e+00,-2.267771427276477514e+00
-4.297538471614501532e-01,-6.883127850867686304e-01
2.129400156522686771e+00,1.599031089611488432e-01
8.265439127210427728e-01,9.576194202549797030e-01
9.546409456124971271e-01,-9.167149946612228595e-01
-1.012923088790225412e+00,-6.444085552297662556e-01
9.517486644034588439e-01,-1.509621880754615821e-02
3.977970751591179965e-01,1.333823408983927372e+00
-1.395194410606760194e+00,-1.212110182851974916e+00
-7.926851945761809182e-01,-1.120462907911629502e+00
-8.276248548462626919e-01,-9.145605116122750289e-01
-8.135147954495549616e-01,4.808486328817080935e-01
-3.997037628952584409e-01,8.338265316829336360e-01
-1.315809330551692691e+00,-9.100813960286320281e-01
4.968797004536646966e-01,-2.044732727119623394e+00
1.223393908030724564e+00,1.178026909738752126e+00
-4.111288625220068660e-01,2.075674832628898736e-01
-1.679828583018073029e+00,-2.950996564344877116e-01
1.491146264271371313e+00,4.470463119676826858e-01
-7.584950113061694754e-01,-1.157402854850496876e+00
-4.911072973039165013e-01,-9.868938142279062298e-01
1.305620988910915159e+00,-2.356647619468963534e-02
-4.424834101426997068e-02,-6.933736505660487159e-01
8.504186196267110587e-01,-7.049311116098166963e-01
7.865146200991651737e-02,2.599139100277669368e+00
-6.689006599128932695e-01,8.446899922446204911e-02
1.486601419923354150e+00,-1.287597872420187806e-01
-2.228626858946940015e+00,-3.782622369081752867e-01
-2.723263490353590721e-01,2.709052644005095489e-01
1.285617497468551473e+00,-8.073502268830250461e-01
-2.077242231830225716e+00,1.010060597123898951e+00
1.444133569123091654e+00,3.052299372241273900e-01
9.750209496525436004e-01,-2.461784083406644980e-02
-5.274819529755635228e-02,1.969326623912599494e-01
-1.201436243628888789e+00,-4.990009788353850784e-01
1.199325444379349292e+00,6.942104659147679824e-02
-1.561051202465870702e-01,2.036531777858031078e-01
6.521069360655897817e-01,-6.236490140684365358e-01
-3.997607340658576591e-01,-4.250200658261572007e-01
-5.031625805570926202e-01,1.794765089013642623e+00
8.226753690586971479e-02,2.195596913246680992e-01
-1.905883295471670902e+00,6.714912499627659348e-02
5.581292888770453819e-01,-9.599895897193730931e-01
1.402361649697001722e+00,-8.586452192538709394e-01
-5.584696237163626620e-01,-7.244843846481567595e-02
5.214196538316560048e-01,-2.195608134643219245e+00
-2.274617882360348287e-01,1.265344317528144524e-01
-9.708537331445354912e-01,-4.603669071647901179e-01
-1.358576120959577693e+00,4.520865290596166042e-01
2.147836391436678927e+00,2.097645741886265958e-01
-3.133688684968624627e-01,-3.702252738185727310e-01
-2.958592715381527238e-01,8.089971646717935005e-01
1.249963156087680716e+00,1.275631495741429866e+00
1.478597900231149342e+00,-7.771711253961922639e-01
-9.845135573191154954e-01,7.221177376121274971e-01
-5.032768277995322906e-03,-1.102019425184527446e+00
1.624726585700750903e+00,-3.553368012558044131e-01
4.772815406504024582e-03,-1.460912399117494598e+00
3.026187630853783839e-01,1.016499637002497236e+00
-1.741938744931261551e+00,-1.977894364455930809e+00
2.008923359603023706e-01,1.087100428883793546e+00
-1.562808324405450477e+00,-6.306962689266459865e-01
-2.288203242908161406e-01,2.381649681258224405e-01
-1.896213717205237792e+00,2.637629757074927972e-01
-1.807034077050038157e+00,2.575992503580805670e-01
8.038790927999729385e-01,-1.173155746709969444e-01
-3.896397166573903892e-01,5.659798028365854439e-01
1.636801117957251472e+00,1.883983739941944791e+00
5.258864497273053606e-01,-1.605884850426468891e+00
7.052692267067349752e-01,-5.823113303585059075e-01
8.240729295324321635e-01,-2.322848853556628845e-01
-1.028926437952668804e+00,-4.081096286160443287e-01
-2.289994854244397637e-01,6.032679845322170831e-01
-1.300667068158956940e+00,3.138700649759029182e-01
1.219099581194253767e+00,-8.180623788757190873e-01
2.746887922721293340e-01,4.055992570536794961e-01
6.848733250032663644e-01,3.555987163235586057e-01
-7.413675536445334391e-01,6.743332216858520523e-02
-8.300045676530526384e-01,1.590459157927461620e+00
3.293480915276713605e-01,1.701714006495686826e+00
7.964371054048209331e-01,-1.468527243614218047e+00
-2.065348306088924168e+00,-7.492332826965086845e-01
1.998684192163316276e+00,-1.118653173019507729e+00
1.741567613812601278e+00,-5.407927726480115105e-01
9.990274127435772034e-01,-6.821114697527046467e-01
1.388866111715130781e-02,-1.867966052496023543e+00
-7.614177027715747503e-02,6.885736530323873783e-01
-3.798761403858902930e-01,1.012282251577038661e+00
5.825275205850222182e-01,2.837573816342653377e+00
9.732433732213416899e-01,-4.423509650197573473e-01
2.539955999126497943e+00,3.619701073601083730e-01
4.427654485780591065e-01,2.497733679143533669e-01
4.188247542915082833e-01,3.691752807944832515e-01
-8.796732990842801581e-01,-1.003459903908837436e+00
-3.597456043586743646e-01,1.575127409864089667e-02
1.398009196779391061e+00,-8.524926213014593079e-01
3.851084406994524922e-01,-1.106637786495856091e+00
1.027019006039186166e+00,-9.006976749406938598e-01
-1.797669686608398321e+00,-4.266220385199843701e-01
-5.559419811638617315e-01,-9.807773292751317817e-02
9.156209616499595416e-01,9.107972931408480077e-01
3.738077945229885124e-01,1.338131679457017054e+00
-8.965534862136785854e-01,-1.309426284037122912e-01
-3.444239175577065826e+00,-2.052443612341672274e+00
-4.808852368944959155e-01,-9.336682258780025848e-03
2.379518744777364969e-01,1.870573007299847490e-01
4.789696516846406737e-01,-2.497945175323292022e-01
1.076727337483922353e+00,1.532097008565894702e-01
3.118861279610793402e-02,-1.047444578846130181e+00
5.689910690618320555e-01,-2.924131066216239389e-02
-1.058877625284140533e+00,-4.299925112510644132e-01
-5.660264490110362701e-01,-8.443812803972760017e-01
-1.233002199565440792e-02,1.401505895527156431e-01
1.166472049483275653e+00,-6.836766965159780662e-01
-1.265470673205213892e+00,1.134198432561142278e+00
-1.118491671884708216e+00,3.772460763988907395e-01
4.711501380393531280e-01,-1.935836123528398067e+00
-1.417737131666898520e+00,9.746280160451449293e-01
1.522794717821750243e+00,4.801722648908846591e-01
1.585954677182863093e-01,-1.273347325698463151e-01
6.690671240073171600e-01,-9.594738382824162803e-01
-1.542152781317563059e+00,-1.836892875630420807e+00
-9.458078244098471199e-01,4.275550247248778302e-01
